,KODE,NAMA BAHAN,SUMBER,Food Group,Type,AIR (g),ENERGI (Kal),PROTEIN (g),LEMAK (g),KH (g),SERAT (g),ABU (g),KALSIUM (mg),FOSFOR (mg),BESI (mg),NATRIUM (mg),KALIUM (mg),TEMBAGA(mg),SENG (mg),RETINOL (mcg),B-KAR (mcg),KAR -TOTAL (mcg),THIAMIN (mg),RIBOFLAVIN (mg),NIASIN (mg),VIT_C (mg),Unnamed: 24
480,GR011,"Ikan baung, segar",KZGMI-2001,prooduk laut,single,74.9,123.0,15.1,5.5,3.3,0.0,1.2,5.0,146.0,1.3,32.0,349.0,0.1,0.7,,0.0,,0.2,0.03,1.2,,
481,GR012,"Ikan bawal, segar",DABM- 1964,prooduk laut,single,78.0,91.0,19.0,1.7,0.0,0.0,1.3,20.0,150.0,2.0,129.0,233.3,0.1,0.3,45.0,0.0,,0.05,0.1,1.8,0.0,
482,GR013,"Ikan Belida, segar",KZGMI-2001,prooduk laut,single,79.2,80.0,14.7,1.4,2.2,0.0,2.3,303.0,315.0,1.3,41.0,356.0,0.0,0.8,,0.0,,1.2,0.14,1.4,,
483,GR014,"Ikan beunteur, segar",DABM- 1964,prooduk laut,single,70.0,109.0,17.0,4.0,0.0,0.0,9.0,500.0,500.0,1.0,109.0,323.5,0.6,1.3,45.0,,,0.05,0.1,2.6,0.0,
484,GR015,"Ikan biawan, segar",KZGMI-2001,prooduk laut,single,79.1,90.0,14.9,2.5,2.1,0.0,1.4,125.0,265.0,1.0,35.0,207.0,0.4,0.6,,,,0.36,0.03,2.9,,
485,GR016,"Ikan bili, segar",KZGMI-2001,prooduk laut,single,68.3,88.0,14.2,0.7,6.2,0.0,10.6,27.0,1760.0,1.5,217.0,202.0,0.0,4.1,,0.0,,0.72,0.09,2.7,,
486,GR017,"Ikan bubara, segar",KZGMI-2001,prooduk laut,single,75.5,100.0,14.7,2.4,4.9,,1.6,90.0,90.0,0.4,390.0,390.0,0.7,0.8,,,,,,,,
487,GR018,"Ikan bulan-bulan,
segar",KZGMI-2001,prooduk laut,single,66.7,134.0,25.5,1.3,5.0,,1.5,29.0,29.0,0.5,197.0,489.0,0.1,0.5,,,,0.3,0.02,0.8,,
488,GR019,"Ikan cakalang, segar",KZGMI-2001,prooduk laut,single,73.0,107.0,19.6,0.7,5.5,0.0,1.2,23.0,242.0,2.9,66.0,239.0,0.2,0.6,386.0,0.0,,0.17,0.05,21.7,0.0,
489,GR020,"Ikan cakalang, hati,
segar",KZGMI-2001,prooduk laut,single,73.4,120.0,11.3,3.9,10.0,,1.4,30.0,30.0,0.9,420.0,280.0,1.6,4.3,,,,,,0.2,,
490,GR021,"Ikan cakalang,
jantung, segar",KZGMI-2001,prooduk laut,single,76.3,116.0,11.2,1.2,10.2,,1.1,10.0,40.0,3.4,360.0,250.0,0.5,1.9,908.0,,,,,0.1,0.0,
491,GR022,"Ikan cakalang, perut,
segar",KZGMI-2001,prooduk laut,single,79.1,86.0,10.2,1.1,8.7,,0.9,20.0,110.0,2.1,230.0,210.0,0.3,9.3,,,,0.24,,0.3,,
492,GR023,"Ikan daun, segar",KZGMI-2001,prooduk laut,single,78.6,101.0,11.5,4.1,4.6,0.0,1.2,80.0,210.0,0.8,120.0,270.0,0.1,0.9,0.0,,,0.08,0.07,0.1,0.0,
493,GR024,"Ikan ekor kuning,
segar",KZGMI-2001,prooduk laut,single,74.1,108.0,22.3,1.2,2.1,0.0,0.3,30.0,220.0,0.5,50.0,230.0,0.1,0.6,40.0,29.0,,0.0,0.1,0.2,,
494,GR025,"Ikan gabus, segar",KZGMI-2001,prooduk laut,single,79.6,80.0,16.2,0.5,2.6,0.0,1.1,170.0,139.0,0.1,65.0,254.0,0.3,0.4,335.0,,,0.4,0.2,0.1,,
495,GR026,"Ikan heu, segar",KZGMI-2001,prooduk laut,single,75.6,81.0,10.0,1.6,6.6,,6.2,1910.0,990.0,2.1,240.0,210.0,0.1,2.7,,,,0.87,,0.2,,
496,GR027,"Ikan hitam, segar",KZGMI-2001,prooduk laut,single,78.2,101.0,10.3,3.7,6.7,0.0,1.1,50.0,140.0,0.4,70.0,210.0,,0.4,67.0,,,0.0,0.1,0.1,,
497,GR028,"Ikan hiu, segar",KZGPI- 1990,prooduk laut,single,85.7,57.0,10.7,0.3,2.2,0.0,1.1,75.0,206.0,2.0,,,0.02,,,,0.0,0.05,,,0.0,
498,GR029,"Ikan kacangan, segar",KZGPI- 1990,prooduk laut,single,80.7,77.0,15.6,0.9,1.6,0.0,1.2,94.0,170.0,1.7,,,,,18.0,,0.0,0.07,,,0.0,
499,GR030,"Ikan kakap, segar",DABM- 1964,prooduk laut,single,77.0,92.0,20.0,0.7,0.0,0.0,2.3,20.0,200.0,1.0,,,,,9.0,,,0.05,,,0.0,
500,GR031,"Ikan kakatua, segar",KZGMI-2001,prooduk laut,single,79.7,82.0,11.4,1.2,6.4,,1.3,20.0,160.0,0.4,90.0,300.0,0.1,0.3,18.0,,,,,0.2,,
501,GR032,"Ikan kalaban, segar",KZGMI-2001,prooduk laut,single,80.3,77.0,16.4,0.7,1.3,0.0,1.3,182.0,248.0,0.9,40.0,334.0,0.7,0.8,,,,0.16,0.15,1.9,,
502,GR033,"Ikan kamera (kakap
merah), segar",KZGMI-2001,prooduk laut,single,78.5,86.0,19.7,0.8,0.0,0.0,1.3,50.0,170.0,0.3,90.0,290.0,0.3,0.1,26.0,,,,0.08,0.1,,
503,GR034,"Ikan kapar, segar",KZGMI-2001,prooduk laut,single,74.2,132.0,17.0,6.7,0.8,0.0,1.3,151.0,272.0,1.2,78.0,229.0,0.9,0.7,,,,0.07,0.03,,,
504,GR035,"Ikan kawalinya, segar",KZGMI-2001,prooduk laut,single,76.1,110.0,12.6,4.2,5.4,,1.7,80.0,300.0,1.5,340.0,300.0,0.2,1.4,146.0,,,,,0.2,,
505,GR036,"Ikan keru-keru, segar",KZGPI- 1990,prooduk laut,single,77.2,93.0,16.5,2.1,0.8,0.0,3.4,65.0,217.0,2.4,137.0,255.3,0.34,0.7,0.0,,0.0,0.01,0.09,1.6,0.0,55.0
506,GR037,"Ikan kima, segar",KZGMI-2001,prooduk laut,single,82.1,70.0,10.8,0.7,5.2,,1.2,53.0,72.0,2.0,342.0,101.0,0.5,0.5,401.0,,,0.22,0.05,5.8,,
507,GR038,"Ikan lais, segar",KZGPI- 1990,prooduk laut,single,65.0,161.0,11.9,11.5,2.4,0.0,9.2,70.0,237.0,0.0,,,,,0.0,,0.0,0.05,,,0.0,62.0
508,GR039,"Ikan layang, segar",DABM- 1964,prooduk laut,single,74.0,109.0,22.0,1.7,0.0,0.0,2.3,50.0,150.0,2.0,,,,,45.0,0.0,,0.05,,,0.0,80.0
509,GR040,"Ikan layur, segar",KZGPI- 1990,prooduk laut,single,80.1,82.0,18.0,1.0,0.4,0.0,0.5,48.0,229.0,2.2,,,,,4.0,,0.0,0.04,,,0.0,49.0
510,GR041,"Ikan lehoma, segar",KZGMI-2001,prooduk laut,single,77.6,90.0,20.4,0.9,0.0,,1.1,88.0,270.0,0.7,56.0,281.0,0.3,0.9,1047.0,,,0.32,0.03,0.2,,
511,GR042,"Ikan lemuru, segar",DABM- 1964,prooduk laut,single,76.0,112.0,20.0,3.0,0.0,0.0,1.0,20.0,100.0,1.0,,,,,30.0,0.0,,0.05,,,0.0,80.0
512,GR043,"Ikan lidah, segar",KZGPI- 1990,prooduk laut,single,78.3,104.0,15.6,3.2,2.0,0.0,0.9,30.0,143.0,2.0,,,,,33.0,,0.0,0.03,,,0.0,
513,GR044,"Ikan malalugis, segar",KZGMI-2001,prooduk laut,single,75.6,99.0,20.6,1.4,0.9,,1.5,164.0,330.0,0.5,76.0,282.0,0.2,0.9,661.0,,,0.3,0.02,0.5,,
514,GR045,"Ikan mamar merah,
segar",KZGMI-2001,prooduk laut,single,75.0,115.0,15.3,4.0,4.4,0.0,1.3,60.0,190.0,1.6,120.0,240.0,0.2,1.0,,,,0.2,0.1,0.1,,
515,GR046,"Ikan mas, segar",DABM- 1964,prooduk laut,single,80.0,86.0,16.0,2.0,0.0,0.0,2.0,20.0,150.0,2.0,65.0,276.7,0.1,1.1,45.0,8.0,,0.05,0.1,2.6,0.0,80.0
516,GR047,"Ikan mayong, segar",KZGPI- 1990,prooduk laut,single,78.2,97.0,17.9,2.0,0.4,0.0,1.5,40.0,100.0,2.5,,,,,21.0,,0.0,0.1,,,0.0,89.0
517,GR048,"Ikan mujahir, segar",KZGPI- 1990,prooduk laut,single,79.7,89.0,18.7,1.0,0.0,0.0,1.1,96.0,209.0,1.5,51.0,265.8,0.0,0.2,6.0,3.0,5.0,0.03,0.1,2.0,0.0,80.0
518,GR049,"Ikan nasu metti, segar",KZGMI-2001,prooduk laut,single,65.3,154.0,16.8,5.0,10.5,,2.4,80.0,244.0,1.6,421.0,488.0,0.2,1.2,,,,0.47,0.15,9.6,,
519,GR050,"Ikan oci, kembung,
segar",KZGMI-2001,prooduk laut,single,71.4,125.0,21.3,3.4,2.2,,1.7,136.0,69.0,0.8,214.0,245.0,0.2,1.1,,,,0.26,0.03,0.2,,80.0
520,GR051,"Ikan paling, segar",DABM- 1964,prooduk laut,single,58.0,303.0,14.0,27.0,0.0,0.0,1.0,20.0,200.0,1.0,43.0,,,,485.0,0.0,,0.1,,,2.0,100.0
521,GR052,"Ikan papuyu/ betok,
segar",KZGMI-2001,prooduk laut,single,75.0,120.0,14.3,4.9,4.6,0.0,1.2,329.0,436.0,1.5,240.0,169.0,0.8,1.1,,0.0,,0.0,0.05,3.1,,
522,GR053,"Ikan patin, segar",KZGMI-2001,prooduk laut,single,74.4,132.0,17.0,6.6,1.1,0.0,0.9,31.0,173.0,1.6,77.0,346.0,0.7,0.8,,7.0,,0.2,0.03,1.7,,
523,GR054,"Ikan pomo, segar",KZGMI-2001,prooduk laut,single,68.3,147.0,22.5,5.2,2.6,,1.4,80.0,230.0,1.3,,380.0,0.2,0.7,89.0,,,,,,,
524,GR055,"Ikan puntin, segar",KZGMI-2001,prooduk laut,single,81.1,76.0,14.4,1.1,2.2,,1.2,28.0,166.0,0.0,,325.0,0.1,0.6,,,,0.31,0.11,,,
525,GR056,"Ikan saluang, segar",KZGMI-2001,prooduk laut,single,74.8,113.0,13.9,4.9,3.4,0.0,3.0,642.0,646.0,1.9,51.0,182.0,0.8,3.6,,,,0.21,0.02,1.8,,89.0
526,GR057,"Ikan sarden, segar",KZGMI-2001,prooduk laut,single,72.7,109.0,19.9,1.8,3.4,0.0,2.2,95.0,597.0,1.3,266.0,227.0,0.3,2.0,195.0,0.0,,0.26,0.03,4.4,,
527,GR058,"Ikan selar, segar",DABM- 1964,prooduk laut,single,75.4,100.0,18.8,2.2,0.0,0.0,3.6,40.0,179.0,0.5,43.0,392.6,0.1,0.3,45.0,0.0,,0.37,0.2,3.4,0.0,48.0
528,GR059,"Ikan sepat, segar",KZGMI-2001,prooduk laut,single,78.8,84.0,15.2,0.6,4.7,0.0,0.8,68.0,171.0,2.1,211.0,198.0,0.7,0.6,,0.0,,0.16,0.03,1.9,,75.0
529,GR060,"Ikan sidat, segar",KZGPI- 1990,prooduk laut,single,71.3,81.0,11.4,1.9,3.8,0.0,11.6,118.0,174.0,3.0,46.0,245.9,0.0,1.5,15.0,0.0,0.0,0.0,0.4,3.2,0.0,100.0
530,GR061,"Ikan sunu, segar",KZGMI-2001,prooduk laut,single,75.5,111.0,13.3,3.4,6.7,,1.1,86.0,174.0,1.2,91.0,197.0,0.0,0.6,309.0,,,1.03,0.1,0.2,,70.0
531,GR062,"Ikan tahuman, segar",KZGMI-2001,prooduk laut,single,77.4,88.0,15.9,0.9,4.1,0.0,1.8,221.0,223.0,0.0,24.0,364.0,0.4,0.7,,,,0.2,0.25,1.6,,
532,GR063,"Ikan tarmon, segar",KZGMI-2001,prooduk laut,single,76.7,96.0,19.5,1.1,2.0,0.0,0.8,9.0,129.0,0.3,43.0,154.0,0.1,0.5,,,,0.15,0.02,1.7,,
533,GR064,"Ikan telan, segar",KZGMI-2001,prooduk laut,single,75.3,95.0,15.8,0.7,6.5,0.0,1.7,503.0,354.0,0.2,58.0,294.0,1.6,1.2,,,,0.18,0.02,1.9,,
534,GR065,"Ikan tembang, segar",DABM- 1964,prooduk laut,single,65.0,204.0,16.0,15.0,0.0,0.0,4.0,20.0,200.0,2.0,341.0,291.0,0.4,2.6,30.0,0.0,,0.05,0.0,5.6,0.0,80.0
535,GR066,"Ikan tempahas, segar",KZGMI-2001,prooduk laut,single,78.9,101.0,15.1,4.1,1.0,0.0,0.9,32.0,163.0,0.0,50.0,320.0,0.7,0.6,,,,0.02,0.05,1.5,,
536,GR067,"Ikan terbang, segar",KZGMI-2001,prooduk laut,single,76.1,98.0,19.6,1.7,1.0,0.0,1.6,90.0,190.0,0.6,90.0,320.0,0.1,0.5,39.0,0.0,,0.0,0.1,0.1,,
537,GR068,"Ikan teri, segar",KZGPI- 1990,prooduk laut,single,80.0,74.0,10.3,1.4,4.1,0.0,4.2,972.0,253.0,3.9,554.0,126.1,305.2,0.2,13.0,0.0,28.0,0.24,0.1,1.9,0.0,100.0
538,GR069,"Ikan titang, segar",KZGMI-2001,prooduk laut,single,78.8,82.0,17.4,0.4,2.3,0.0,1.1,145.0,130.0,1.8,110.0,275.0,0.1,0.8,581.0,,,0.64,0.03,1.5,,
539,GR070,"Ikan tongkol, segar",KZGMI-2001,prooduk laut,single,74.7,100.0,13.7,1.5,8.0,0.0,2.1,92.0,606.0,1.7,202.0,227.0,0.2,1.6,181.0,0.0,,0.35,0.03,6.6,,100.0
540,GR071,"Ikan turi, segar",KZGMI-2001,prooduk laut,single,76.9,96.0,19.2,2.0,0.2,,2.1,340.0,340.0,0.8,370.0,300.0,0.1,2.0,26.0,,,,,,,
541,GR072,"Keong, segar",DABM- 1964,prooduk laut,single,81.0,64.0,12.0,1.0,2.0,0.0,4.0,217.0,78.0,1.7,231.0,,0.37,0.1,0.0,244.0,,,,,,46.0
542,GR073,"Kepiting, segar",DABM- 1964,prooduk laut,single,68.1,151.0,13.8,3.8,14.1,0.0,0.2,210.0,250.0,1.1,,,,,61.0,,,0.05,,,0.0,45.0
543,GR074,"Kerang, segar",KZGPI- 1990,prooduk laut,single,78.2,101.0,14.4,2.6,3.9,0.0,0.9,321.0,270.0,15.6,,,,,0.0,,0.0,0.01,,,0.0,100.0
544,GR075,"Kodok, segar",DABM- 1964,prooduk laut,single,81.9,73.0,16.4,0.3,0.0,0.0,1.4,18.0,147.0,1.1,,,,,0.0,,,0.14,,,0.0,65.0
545,GR076,"Kura-kura, segar",DABM- 1964,prooduk laut,single,80.0,83.0,19.1,0.2,0.0,0.0,0.7,27.0,87.0,0.7,,,,,0.0,,,0.2,,,0.0,70.0
546,GR077,"Kuro, segar",KZGPI- 1990,prooduk laut,single,79.9,87.0,16.0,2.2,1.0,0.0,0.9,75.0,136.0,1.0,,,,,6.0,,0.0,0.04,,,0.0,52.0
547,GR078,"Lokan, segar",KZGMI-2001,prooduk laut,single,80.9,217.0,11.0,1.7,5.1,,1.3,20.0,390.0,10.9,3.0,7.0,0.2,2.7,,,,0.45,0.07,,,
548,GR079,"Rajungan, segar",KZGMI-2001,prooduk laut,single,80.2,76.0,12.1,2.0,2.4,0.0,2.7,721.0,214.0,2.2,69.0,192.0,1.7,2.9,599.0,40.0,,0.2,0.25,0.2,,
549,GR080,"Rebon, udang kecil,
segar",DABM- 1964,prooduk laut,single,79.0,81.0,16.2,1.2,0.7,0.0,2.9,757.0,292.0,2.2,169.0,202.9,0.7,1.2,18.0,0.0,,0.04,0.1,2.4,0.0,100.0
550,GR081,Rusip,KZGPI- 1990,prooduk laut,single,58.5,110.0,11.5,2.0,11.7,0.0,16.3,479.0,348.0,7.1,,,,,0.0,,0.0,0.04,,,0.0,100.0
551,GR082,"Udang galah, segar",KZGMI-2001,prooduk laut,single,79.0,81.0,16.5,0.3,3.0,0.0,1.2,87.0,167.0,0.7,95.0,132.0,0.7,1.2,,3.0,,0.24,0.03,2.9,,68.0
552,GR083,"Udang, besar, segar",KZGMI-2001,prooduk laut,single,85.5,56.0,11.4,0.6,1.2,0.0,1.3,30.0,20.0,0.3,190.0,210.0,0.4,0.8,,0.0,,0.14,0.0,0.1,,68.0
553,GR084,"Udang, segar",DABM- 1964,prooduk laut,single,75.0,91.0,21.0,0.2,0.1,0.0,3.7,136.0,170.0,8.0,178.0,222.4,0.3,1.3,18.0,4.0,,0.01,0.4,3.7,0.0,68.0
554,OLAHAN/PRODUK/KOMPOSIT,,,prooduk laut,processed food,,,,,,,,,,,,,,,,,,,,,,
555,GP001,"Bekicot, dendeng,
mentah",KZGPI- 1990,prooduk laut,processed food,6.7,441.0,48.7,20.3,15.8,0.0,8.4,692.0,523.0,16.6,,,,,6.0,,1408.0,0.56,,,69.0,100.0
556,GP002,"Belut, goreng",KZGPI- 1990,prooduk laut,processed food,11.2,417.0,25.9,19.4,32.0,0.0,11.5,840.0,872.0,4.9,71.0,217.7,0.3,1.8,0.0,,0.0,0.0,0.2,10.5,0.0,
557,GP003,"Cumi-cumi, goreng",KZGPI- 1990,prooduk laut,processed food,54.2,265.0,40.6,10.1,0.0,0.0,3.1,62.0,270.0,2.7,86.0,81.9,,,0.0,56.0,0.0,0.09,0.0,6.3,0.0,
558,GP004,"Ikan asin, kering",DABM- 1964,prooduk laut,processed food,40.0,193.0,42.0,1.5,0.0,0.0,16.5,200.0,300.0,0.0,,,,,,,,0.01,,,0.0,70.0
559,GP005,"Ikan bandeng presto,
masakan",KZGPI- 1990,prooduk laut,processed food,45.3,296.0,17.1,20.3,11.3,0.0,6.0,1422.0,659.0,1.9,,,,,6.0,0.0,400.0,0.14,,,69.0,100.0
560,GP006,Ikan baung bakar,KZGMI-2001,prooduk laut,processed food,69.8,144.0,17.8,5.8,5.2,,1.4,18.0,169.0,0.0,168.0,236.0,0.1,0.7,,,,0.0,0.0,1.3,,
561,GP007,Ikan Belida bakar,KZGMI-2001,prooduk laut,processed food,68.2,128.0,18.0,3.0,7.2,0.0,3.6,58.0,134.0,0.0,293.0,198.0,0.1,0.4,,0.0,,1.8,0.17,1.5,,
562,GP008,"Ikan cakalang asap,
mentah",KZGMI-2001,prooduk laut,processed food,56.9,204.0,34.2,5.6,1.9,,1.4,14.0,399.0,1.3,176.0,588.0,0.3,0.7,1546.0,,,0.53,0.07,,,70.0
563,GP009,"Ikan cakalang asin,
mentah",KZGPI- 1990,prooduk laut,processed food,41.7,198.0,36.5,2.2,5.5,0.0,14.1,236.0,346.0,3.7,4304.0,302.1,,,0.0,,0.0,0.06,,,0.0,70.0
564,GP010,"Ikan calo/ peda,
mentah",KZGPI- 1990,prooduk laut,processed food,71.3,81.0,11.4,1.9,3.8,0.0,11.6,743.0,174.0,22.6,,,,,15.0,,0.0,0.0,,,0.0,100.0
565,GP011,"Ikan Gabus asap,
mentah",KZGMI-2001,prooduk laut,processed food,26.4,261.0,38.1,2.3,21.9,0.0,11.3,2510.0,1840.0,2.9,320.0,410.0,0.4,0.8,114.0,,,0.1,0.1,14.5,,80.0
566,GP012,"Ikan Gabus, kering",DABM- 1964,prooduk laut,processed food,24.0,268.0,58.0,4.0,0.0,0.0,14.0,15.0,100.0,0.1,,,,,30.0,,,0.1,,,0.0,80.0
567,GP013,"Ikan gete, goreng",KZGMI-2001,prooduk laut,processed food,44.7,267.0,23.1,19.4,0.2,,12.6,2340.0,1240.0,0.8,590.0,440.0,0.1,1.9,,,,,,0.2,,
568,GP014,"Ikan hiu, kering",KZGMI-2001,prooduk laut,processed food,23.1,298.0,46.3,3.6,20.2,,6.8,335.0,846.0,2.5,957.0,1457.0,0.5,2.0,661.0,,,0.84,0.11,22.5,,
569,GP015,"Ikan katombo, asin",KZGPI- 1990,prooduk laut,processed food,44.7,162.0,31.7,2.8,0.3,0.0,15.5,279.0,609.0,4.6,4393.0,342.2,2.8,,0.0,,0.0,0.09,,,0.0,70.0
570,GP016,"Ikan kayu, kering",KZGMI-2001,prooduk laut,processed food,23.1,302.0,70.7,1.9,0.4,0.0,3.9,313.0,22.0,4.1,345.0,1045.0,,1.8,,,,1.4,0.04,20.0,,
571,GP017,Ikan Lais bakar,KZGMI-2001,prooduk laut,processed food,69.4,147.0,17.5,6.5,5.4,,1.2,54.0,194.0,0.1,142.0,209.0,,0.5,,,,,,,,
572,GP018,"Ikan lomak asin,
mentah",KZGMI-2001,prooduk laut,processed food,21.6,258.0,40.3,2.3,18.9,0.0,16.9,140.0,279.0,2.3,6227.0,485.1,2.3,,,,,0.1,0.3,6.0,,
573,GP019,Ikan Mas pepes,KZGPI- 1990,prooduk laut,processed food,57.5,209.0,15.2,11.3,11.8,0.5,4.3,686.0,530.0,6.1,74.0,276.7,0.1,1.9,3.0,,315.0,0.13,0.1,2.4,0.0,100.0
574,GP020,Ikan mujahir goreng,KZGPI- 1990,prooduk laut,processed food,44.7,416.0,46.9,23.9,0.0,0.0,2.2,346.0,654.0,0.9,54.0,278.9,0.0,0.2,12.0,3.0,8.0,0.12,0.1,2.2,0.0,100.0
575,GP021,Ikan Mujahir pepes,KZGPI- 1990,prooduk laut,processed food,73.7,121.0,21.7,2.8,0.8,0.0,1.0,83.0,248.0,1.6,58.0,265.8,0.0,0.3,8.0,,6.0,0.0,0.1,1.9,0.0,100.0
576,GP022,"Ikan mujahir,
dendeng, mentah",KZGPI- 1990,prooduk laut,processed food,15.2,582.0,68.3,15.2,37.2,0.0,14.1,3258.0,1699.0,4.3,,,,,15.0,,20.0,0.27,,,0.0,100.0
577,GP023,"Ikan Papuyu, bakar",KZGMI-2001,prooduk laut,processed food,66.6,152.0,17.6,6.1,6.7,0.0,3.0,244.0,227.0,3.4,320.0,224.0,0.2,1.0,,,,,,,,
578,GP024,"Ikan Patin, bakar",KZGMI-2001,prooduk laut,processed food,70.3,144.0,17.5,6.3,4.3,,1.6,191.0,232.0,1.4,379.0,230.0,0.1,0.7,,,,,,,,
579,GP025,"Ikan peda banjar,
mentah",DABM- 1964,prooduk laut,processed food,46.0,156.0,28.0,4.0,2.0,0.0,20.0,174.0,316.0,3.1,59.0,368.8,0.0,0.5,33.0,4.0,,0.1,0.1,4.7,,90.0
580,GP026,"Ikan pepetek, mentah","DABM-
60/64",prooduk laut,processed food,33.0,176.0,32.0,4.4,2.0,0.0,28.6,120.0,200.0,1.0,79.0,1.0,,,15.0,,,0.05,0.1,2.4,0.0,
581,GP027,"Ikan Pindang banjar,
mentah",DABM- 60/64,prooduk laut,processed food,59.0,157.0,28.0,4.2,1.8,0.0,7.0,50.0,100.0,1.0,,,,,45.0,,,0.1,,,0.0,
582,GP028,"Ikan Pindang benggol,
mentah",DABM- 60/64,prooduk laut,processed food,57.0,170.0,31.0,4.2,0.0,0.0,7.8,50.0,100.0,1.0,,,,,45.0,,,0.1,,,0.0,
583,GP029,"Ikan Pindang layang,
mentah",DABM- 60/64,prooduk laut,processed food,60.0,153.0,30.0,2.8,0.0,0.0,7.2,60.0,200.0,3.0,,,,,61.0,,,0.07,,,0.0,
584,GP030,"Ikan Pindang selar,
mentah",DABM- 60/64,prooduk laut,processed food,60.0,142.0,27.0,3.0,0.0,0.0,10.0,60.0,200.0,3.0,,,,,61.0,,,0.07,,,0.0,
585,GP031,"Ikan sale, mentah",BKP,prooduk laut,processed food,8.5,534.0,40.2,39.3,4.9,2.0,7.1,199.0,1244.0,2.7,673.0,673.0,0.3,2.6,,410.0,0.0,0.02,0.5,0.0,0.0,100.0
586,GP032,"Ikan sale lais, mentah",KZGPI- 1990,prooduk laut,processed food,12.4,415.0,61.3,17.6,2.9,0.0,5.8,258.0,919.0,7.0,381.0,488.0,17.6,1.0,0.0,,0.0,0.03,0.1,17.3,0.0,
587,GP033,"Ikan saluang, kering,
mentah",KZGMI-2001,prooduk laut,processed food,33.6,284.0,34.1,9.9,14.6,0.0,7.8,1426.0,1103.0,9.5,1767.0,263.0,1.3,18.7,,,,0.49,0.03,,,
588,GP034,"Ikan sanggang,
masakan",KZGMI-2001,prooduk laut,processed food,42.6,240.0,21.7,7.7,20.7,,7.3,159.0,362.0,9.8,2041.0,159.0,1.5,8.8,,,,0.51,0.02,,,
589,GP035,"Ikan selar kuning, cue,
mentah",DABM- 1964,prooduk laut,processed food,59.0,138.0,27.0,3.3,0.0,0.0,0.7,50.0,100.0,2.0,,,,,45.0,,,0.1,,,0.0,90.0
590,GP036,"Ikan selar, kering,
mentah",DABM- 60/64,prooduk laut,processed food,43.0,194.0,38.0,3.5,0.0,0.0,15.5,20.0,200.0,1.0,,,,,0.0,0.0,,0.01,,,0.0,
591,GP037,"Ikan sepat, kering,
mentah",DABM- 60/64,prooduk laut,processed food,30.0,289.0,38.0,14.0,0.0,0.0,18.0,40.0,100.0,0.7,,,,,0.0,0.0,,0.0,,,0.0,
592,GP038,"Ikan sunu, asin,
mentah",KZGMI-2001,prooduk laut,processed food,34.7,199.0,34.1,3.8,7.1,,20.3,94.0,92.0,2.2,377.0,57.0,0.1,3.2,2481.0,,,1.5,0.13,7.2,,
593,GP039,"Ikan, tepung, mentah",KZGPI- 1990,prooduk laut,processed food,4.3,316.0,60.1,6.5,22.4,0.0,6.7,3196.0,1976.0,16.6,,,,,320.0,0.0,0.0,0.0,,,0.0,
594,GP040,"Ikan Teri nasi, kering,
mentah",DABM- 60/64,prooduk laut,processed food,34.5,144.0,32.5,0.6,0.0,0.0,32.4,1000.0,1000.0,3.0,312.0,,,,61.0,,,0.1,,,0.0,
595,GP041,"Ikan Teri, bubuk,
mentah",DABM- 60/64,prooduk laut,processed food,15.0,277.0,60.0,2.3,1.8,0.0,20.9,1209.0,1225.0,3.0,,,,,90.0,,,0.1,,,0.0,
596,GP042,"Ikan teri, kering,
mentah",DABM- 60/64,prooduk laut,processed food,37.8,170.0,33.4,3.0,0.0,0.0,25.8,1200.0,1500.0,3.6,,,,,64.0,,,0.15,,,0.0,
597,GP043,"Ikan Teri, kering,
tawar, mentah",DABM- 60/64,prooduk laut,processed food,16.7,331.0,68.7,4.2,0.0,0.0,10.4,2381.0,1500.0,23.4,,,,,61.0,,,0.1,,,0.0,
598,GP044,"Ikan Teri, tepung,
mentah",KZGPI- 1990,prooduk laut,processed food,5.2,347.0,48.8,6.4,19.6,0.0,20.0,4608.0,1200.0,18.6,,,,,61.0,0.0,130.0,1.12,,,0.0,
599,GP045,"Kerang, asap, mentah",KZGMI-2001,prooduk laut,processed food,9.3,393.0,38.9,13.3,29.4,,9.1,420.0,410.0,8.5,160.0,50.0,0.6,3.7,,,,0.3,1.7,0.2,,100.0
600,GP046,"Kerang, dendeng,
mentah",KZGPI- 1990,prooduk laut,processed food,18.3,357.0,41.1,10.0,25.6,0.0,5.0,217.0,904.0,5.2,,,,,0.0,,329.0,0.27,,,0.0,100.0
601,GP047,"Rebon, kering, mentah","DABM-
60/64",prooduk laut,processed food,21.6,299.0,59.4,3.6,3.2,0.0,12.2,2306.0,625.0,21.4,,,,,0.0,0.0,,0.06,,,0.0,
602,GP048,"Rebung laut, mentah",KZGMI-2001,prooduk laut,processed food,18.2,320.0,7.2,4.2,63.3,,7.1,240.0,570.0,6.6,20.0,1040.0,1.5,6.2,917.0,,,0.0,0.0,4.9,,
603,GP049,Sardines dalam kaleng,"DABM-
60/64",prooduk laut,processed food,47.1,338.0,21.1,27.0,1.0,0.0,3.8,354.0,434.0,3.5,,,,,76.0,0.0,,0.1,,,0.0,
604,GP050,"Teripang, dendeng,
mentah",KZGPI- 1990,prooduk laut,processed food,12.5,462.0,39.1,32.4,3.5,0.0,12.5,499.0,616.0,96.4,315.0,402.5,,,2.0,0.0,144.0,1.37,0.0,5.3,0.0,100.0
